age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
30.7,79358.23,Salaried,29,Personal Loan,392711.49,30,Debt Consolidation,430086.7,0.6166,0.0,4.99,Average,1,1
41.6,176564.41,Salaried,29,Personal Loan,2229538.16,50,Vehicle Purchase,966345.03,0.7086,0.0,11.05,Negative,2,1
52.6,254770.16,Self-Employed,15,Personal Loan,3274919.03,25,Education,898752.72,0.8082,0.0,33.19,Good,2,1
46.6,262293.65,Salaried,51,Personal Loan,3395571.97,38,Other,312952.39,0.4401,0.0,50.14,Average,3,0
35.3,84281.83,Self-Employed,43,Personal Loan,1210001.99,38,Business Expansion,46969.91,0.4242,0.0,51.25,Good,5,0
51.4,119990.09,Salaried,4,Personal Loan,394358.45,30,Wedding,323839.52,0.3345,0.0,42.9,Average,0,1
23.8,69998.91,Salaried,62,Auto Finance,1306066.24,65,Business Expansion,313309.02,0.66,0.7302,1.36,Negative,0,1
58.3,82742.52,Self-Employed,39,Home Finance,1637395.9,241,Home Purchase,101607.87,0.1844,0.7537,10.65,Negative,0,1
21.0,116013.84,Salaried,35,Auto Finance,1276408.51,67,Debt Consolidation,488520.18,0.5151,0.6634,98.88,Good,0,0
43.8,137288.44,Self-Employed,79,Personal Loan,1176047.36,18,Debt Consolidation,559832.19,0.8157,0.0,22.68,Negative,5,1
57.0,134147.6,Salaried,55,Personal Loan,1672326.25,26,Wedding,768066.56,0.9566,0.0,40.43,Average,0,1
52.5,92176.18,Salaried,51,Home Finance,2330229.8,190,Vehicle Purchase,25615.95,0.1562,0.776,47.02,Good,0,0
50.2,98442.67,Salaried,17,Auto Finance,1218478.07,25,Other,511007.49,0.9277,0.8654,96.19,Negative,2,1
33.1,175718.85,Salaried,26,Auto Finance,3114734.1,52,Vehicle Purchase,227250.29,0.4486,0.7314,38.55,Good,2,0
42.1,205772.47,Salaried,71,Personal Loan,1136586.82,16,Wedding,812980.13,0.6745,0.0,73.43,Good,1,0
66.5,39353.13,Salaried,18,Personal Loan,142076.98,33,Wedding,215486.59,0.5657,0.0,74.17,Good,2,0
43.7,82289.07,Self-Employed,36,Personal Loan,1100780.15,32,Medical,477075.17,0.9012,0.0,99.6,Average,3,1
33.8,95892.83,Salaried,175,Auto Finance,1205246.1,47,Home Purchase,13483.47,0.2791,0.7643,66.63,Average,1,0
31.4,99886.36,Salaried,49,Business Loan,1884730.3,81,Vehicle Purchase,111338.65,0.3258,0.0,52.17,Negative,2,1
30.0,162238.84,Salaried,69,Personal Loan,1547566.43,35,Medical,83755.23,0.3156,0.0,27.79,Average,1,1
42.2,55722.9,Self-Employed,35,Home Finance,2144735.93,297,Business Expansion,244174.27,0.4948,0.8692,11.36,Negative,0,1
37.6,81620.59,Salaried,60,Personal Loan,1130511.95,21,Wedding,10713.37,0.6705,0.0,68.89,Good,1,1
38.5,83730.58,Self-Employed,35,Personal Loan,1117236.12,15,Home Purchase,7553.84,0.8971,0.0,79.35,Good,2,1
70.0,37099.19,Self-Employed,22,Auto Finance,428342.43,77,Debt Consolidation,31248.67,0.2201,0.7033,87.16,Good,2,0
34.7,78252.16,Salaried,28,Business Loan,1634389.91,53,Home Purchase,318308.02,0.7331,0.0,50.5,Good,1,0
41.2,103793.67,Salaried,41,Auto Finance,1608450.74,55,Other,320173.98,0.5388,0.8718,35.53,Average,2,1
45.1,57313.37,Self-Employed,18,Auto Finance,818555.58,45,Other,254038.78,0.6868,0.7301,41.13,Average,1,0
56.0,190899.49,Salaried,22,Auto Finance,2487602.44,27,Business Expansion,996079.48,0.9174,0.6523,46.61,Negative,1,1
43.0,49080.58,Self-Employed,75,Personal Loan,459265.61,51,Vehicle Purchase,71321.89,0.3046,0.0,27.41,Average,1,1
47.2,60454.66,Salaried,65,Auto Finance,837574.03,36,Wedding,294564.49,0.7909,0.7042,69.18,Good,1,1
30.6,40123.54,Salaried,29,Personal Loan,576856.86,19,Education,239747.41,1.2546,0.0,31.02,Negative,2,1
50.6,25235.75,Salaried,57,Business Loan,581955.32,111,Home Purchase,70423.38,0.4403,0.0,2.48,Average,3,1
38.7,68767.89,Salaried,99,Personal Loan,273927.88,59,Education,40818.02,0.117,0.0,58.22,Good,1,0
32.5,144279.87,Salaried,29,Auto Finance,2354836.66,32,Education,661562.71,0.8921,0.6582,46.12,Average,1,1
62.1,114557.38,Self-Employed,29,Personal Loan,829558.02,13,Business Expansion,325586.23,0.7939,0.0,71.85,Good,0,1
23.6,77984.33,Business,75,Personal Loan,649488.84,18,Medical,53519.28,0.5199,0.0,54.78,Good,0,0
45.7,156135.0,Salaried,87,Personal Loan,1532178.13,35,Home Purchase,587519.8,0.594,0.0,0.86,Negative,4,1
51.6,78552.28,Salaried,77,Auto Finance,1200271.88,41,Medical,23880.52,0.398,0.7528,78.21,Good,4,0
21.0,74834.85,Salaried,16,Personal Loan,613317.56,19,Other,347800.78,0.8186,0.0,73.62,Good,0,1
41.8,170168.55,Self-Employed,62,Personal Loan,1413812.68,12,Vehicle Purchase,85266.4,0.7341,0.0,99.0,Negative,1,1
31.0,234250.67,Self-Employed,52,Auto Finance,4039799.49,82,Wedding,618312.76,0.4303,0.8302,47.87,Good,3,0
40.4,130404.96,Salaried,31,Personal Loan,1771260.78,35,Business Expansion,41340.89,0.4145,0.0,19.39,Average,4,1
27.8,59148.75,Business,38,Personal Loan,491070.18,19,Other,291910.65,0.8482,0.0,82.75,Good,1,1
48.7,161564.77,Salaried,63,Personal Loan,827648.05,54,Medical,434181.99,0.3188,0.0,12.46,Average,4,1
40.3,99135.0,Salaried,34,Auto Finance,1931406.6,56,Debt Consolidation,591181.57,0.8449,0.9367,55.43,Good,3,1
47.2,63825.3,Salaried,33,Personal Loan,260512.11,17,Education,84016.52,0.3498,0.0,41.41,Average,0,0
49.5,71151.34,Self-Employed,33,Auto Finance,1271014.56,54,Vehicle Purchase,361339.28,0.754,0.8825,30.76,Negative,0,1
26.1,35565.35,Salaried,12,Auto Finance,497185.04,41,Business Expansion,113646.83,0.6072,0.8701,48.08,Average,1,0
51.8,266190.61,Business,17,Business Loan,4435994.13,40,Wedding,1200287.75,0.7924,0.0,80.09,Good,1,1
45.2,79163.86,Salaried,47,Auto Finance,754298.5,57,Home Purchase,377326.38,0.5644,0.8646,58.6,Good,2,0
61.9,122608.92,Salaried,37,Personal Loan,1093660.31,43,Business Expansion,603382.55,0.6175,0.0,89.85,Good,1,0
41.5,210675.29,Salaried,40,Business Loan,2259996.31,101,Debt Consolidation,371683.43,0.2532,0.0,7.23,Negative,1,1
30.8,178603.95,Salaried,85,Auto Finance,1982514.91,65,Home Purchase,241389.48,0.2834,0.8748,75.75,Average,3,0
61.1,144262.3,Salaried,7,Auto Finance,2384638.72,35,Medical,566412.56,0.7995,0.9122,79.21,Average,2,1
28.4,145870.2,Salaried,31,Home Finance,4057818.87,278,Business Expansion,873474.73,0.5991,0.7295,82.82,Good,1,0
29.2,84964.61,Business,14,Home Finance,1976201.91,269,Vehicle Purchase,75185.21,0.1602,0.9319,49.94,Average,1,0
32.3,131418.74,Salaried,54,Personal Loan,1929796.77,52,Home Purchase,543279.23,0.6269,0.0,61.81,Negative,2,1
56.4,266432.12,Business,42,Personal Loan,1016309.53,47,Vehicle Purchase,1441294.68,0.532,0.0,84.36,Negative,2,1
30.7,82618.41,Self-Employed,34,Personal Loan,766663.51,21,Vehicle Purchase,423991.38,0.8695,0.0,7.99,Negative,4,1
21.0,94606.28,Self-Employed,43,Business Loan,2004168.1,48,Medical,550959.8,0.9266,0.0,45.42,Good,1,0
35.2,184765.75,Salaried,30,Personal Loan,2447633.1,39,Medical,165072.03,0.4141,0.0,38.35,Good,5,0
36.5,56670.57,Salaried,26,Personal Loan,823212.5,54,Wedding,291014.97,0.6969,0.0,0.88,Negative,1,1
63.6,73969.18,Salaried,100,Auto Finance,622949.81,71,Home Purchase,268263.91,0.4208,0.8705,54.41,Average,0,0
47.1,122712.16,Salaried,66,Business Loan,2599765.56,112,Vehicle Purchase,702740.14,0.6664,0.0,42.21,Average,1,0
47.6,145976.57,Self-Employed,43,Personal Loan,2044679.21,22,Vehicle Purchase,752839.75,1.0664,0.0,88.85,Good,2,0
63.5,156201.04,Self-Employed,25,Auto Finance,1308993.65,64,Wedding,52033.18,0.1587,0.8746,16.79,Average,0,1
42.0,67465.56,Self-Employed,23,Personal Loan,519080.94,37,Other,133065.94,0.3723,0.0,47.7,Average,1,0
52.7,185921.83,Salaried,29,Personal Loan,2565018.43,33,Business Expansion,461353.31,0.6249,0.0,61.55,Good,0,1
30.7,55298.35,Salaried,34,Personal Loan,443153.21,38,Other,248888.13,0.586,0.0,37.23,Average,4,1
61.1,79999.83,Salaried,50,Auto Finance,1180180.9,35,Vehicle Purchase,259007.91,0.6913,0.812,43.5,Negative,1,1
49.1,181603.36,Salaried,47,Auto Finance,2941861.69,75,Wedding,1018533.08,0.6834,0.7022,93.0,Good,2,0
48.0,25000.0,Salaried,26,Personal Loan,214469.65,25,Vehicle Purchase,109766.04,0.709,0.0,90.37,Average,1,1
45.7,116747.89,Business,26,Personal Loan,1002056.71,44,Vehicle Purchase,570399.56,0.6022,0.0,65.31,Good,4,0
53.0,43954.4,Salaried,47,Personal Loan,290522.98,47,Business Expansion,165864.42,0.4551,0.0,52.61,Average,0,0
40.1,205903.59,Salaried,51,Personal Loan,2066506.02,57,Debt Consolidation,872325.86,0.5291,0.0,45.36,Average,2,0
21.0,66086.89,Salaried,39,Auto Finance,694044.49,77,Business Expansion,284314.76,0.4949,0.8327,93.43,Good,0,0
45.1,58062.96,Salaried,39,Auto Finance,1101018.08,72,Other,340666.48,0.7523,0.7513,81.85,Good,1,1
29.2,172634.04,Salaried,28,Personal Loan,553083.9,28,Home Purchase,677310.74,0.4414,0.0,47.15,Average,1,0
46.5,118360.94,Salaried,10,Auto Finance,1277071.84,54,Medical,317046.88,0.423,0.9421,46.91,Average,0,0
26.2,71376.01,Salaried,73,Personal Loan,1033001.9,18,Debt Consolidation,74196.02,0.8907,0.0,11.45,Average,1,1
33.6,52969.01,Salaried,52,Auto Finance,539522.23,50,Debt Consolidation,20883.8,0.2366,0.8268,63.18,Average,1,0
35.0,115815.12,Salaried,41,Auto Finance,1870220.62,74,Vehicle Purchase,601728.07,0.6512,0.6602,34.94,Average,0,1
28.4,58725.43,Salaried,57,Auto Finance,637737.25,59,Vehicle Purchase,77563.54,0.2941,0.9389,58.77,Good,0,0
31.4,56598.18,Salaried,35,Personal Loan,328000.08,34,Home Purchase,35311.26,0.2224,0.0,19.65,Negative,1,1
38.4,151500.39,Salaried,36,Home Finance,4486945.57,297,Home Purchase,288152.81,0.2582,0.8265,11.32,Average,0,1
33.5,125711.81,Salaried,34,Auto Finance,1636647.51,49,Vehicle Purchase,404333.84,0.5337,0.8788,7.94,Negative,4,1
23.3,123241.14,Self-Employed,9,Auto Finance,1220529.09,82,Business Expansion,353691.07,0.3599,0.7276,22.46,Average,4,1
43.7,90117.13,Self-Employed,76,Auto Finance,1500284.94,69,Education,494100.69,0.6982,0.7928,62.04,Good,1,0
35.4,85071.03,Salaried,5,Personal Loan,875860.41,33,Vehicle Purchase,300857.28,0.6067,0.0,66.71,Good,2,0
43.2,37513.58,Self-Employed,21,Auto Finance,680768.35,66,Medical,193437.39,0.7047,0.6695,62.29,Good,3,1
45.4,110404.33,Salaried,13,Personal Loan,1331083.32,23,Wedding,603967.05,0.9801,0.0,89.8,Good,1,1
21.0,72153.25,Business,24,Home Finance,2283779.24,235,Medical,113383.52,0.2656,0.9421,91.52,Good,1,0
55.4,51406.94,Salaried,25,Personal Loan,346753.13,26,Debt Consolidation,95567.33,0.4144,0.0,12.67,Average,4,1
67.0,164771.63,Salaried,87,Personal Loan,2109735.51,13,Education,388226.48,1.1813,0.0,2.24,Average,0,1
26.0,143967.25,Business,35,Auto Finance,1774276.64,77,Medical,793915.88,0.6196,0.6904,8.79,Negative,1,1
29.6,115619.08,Business,87,Home Finance,3430415.32,126,Home Purchase,684909.99,0.7291,0.6827,39.96,Average,0,1
28.2,63776.92,Salaried,28,Business Loan,1356742.91,49,Debt Consolidation,290492.37,0.8137,0.0,19.48,Average,1,1
29.0,43752.23,Self-Employed,23,Personal Loan,461196.98,35,Vehicle Purchase,181835.55,0.6475,0.0,29.73,Good,3,1
28.2,178087.01,Salaried,31,Home Finance,6128871.73,200,Vehicle Purchase,732510.48,0.5148,0.8575,32.68,Negative,1,1
45.9,69714.79,Salaried,61,Auto Finance,1155220.13,26,Education,232609.01,0.9154,0.7016,89.8,Good,0,1
36.4,112078.07,Business,30,Home Finance,3881202.12,147,Home Purchase,243767.92,0.4168,0.7335,85.47,Average,0,0
42.0,60828.47,Business,32,Auto Finance,702864.63,24,Medical,191719.74,0.7441,0.754,76.15,Average,2,1
23.7,227725.36,Salaried,45,Personal Loan,1916913.52,17,Debt Consolidation,629430.29,0.7255,0.0,95.9,Negative,0,1
52.6,152590.15,Salaried,6,Home Finance,2945759.61,153,Medical,540407.95,0.4213,0.8717,87.58,Good,1,1
39.2,43617.42,Salaried,17,Personal Loan,308062.29,55,Wedding,247142.67,0.6006,0.0,42.34,Average,1,0
49.3,287602.23,Salaried,29,Personal Loan,1401657.22,35,Business Expansion,353719.89,0.2417,0.0,59.25,Good,1,0
30.1,53256.15,Salaried,3,Auto Finance,771795.6,67,Medical,12768.62,0.2363,0.9291,3.97,Average,2,1
58.1,123061.45,Salaried,35,Personal Loan,1289416.57,26,Medical,429195.12,0.6936,0.0,32.19,Good,1,1
35.0,71754.78,Salaried,49,Personal Loan,572135.6,27,Home Purchase,303085.43,0.6473,0.0,61.86,Average,2,1
28.2,328452.36,Salaried,54,Business Loan,6473815.61,93,Vehicle Purchase,1118128.63,0.4956,0.0,20.91,Good,4,1
40.3,70862.93,Self-Employed,37,Home Finance,1652631.65,128,Wedding,32467.64,0.2204,0.8414,99.64,Good,0,0
35.0,50805.29,Self-Employed,93,Personal Loan,308108.79,23,Other,140617.41,0.4943,0.0,53.07,Average,2,0
23.1,105684.57,Salaried,58,Business Loan,1722621.31,72,Wedding,81993.65,0.291,0.0,91.35,Good,0,0
48.2,100765.55,Salaried,32,Home Finance,2198222.73,218,Education,310487.96,0.3568,0.7404,2.5,Negative,2,1
40.5,86780.57,Self-Employed,8,Business Loan,2510339.34,36,Home Purchase,1481.45,0.805,0.0,57.29,Negative,1,1
28.6,125972.92,Salaried,8,Auto Finance,1684274.95,59,Other,429747.45,0.5109,0.9155,77.73,Average,1,1
35.4,121697.42,Salaried,45,Business Loan,2055651.26,35,Home Purchase,623162.7,0.9093,0.0,35.12,Negative,0,1
32.1,82158.64,Self-Employed,43,Home Finance,3119520.78,151,Wedding,90597.2,0.3433,0.8405,86.66,Good,2,0
51.9,61444.27,Salaried,41,Home Finance,1553528.7,291,Education,68515.96,0.1798,0.8753,29.66,Average,3,1
37.1,76881.17,Self-Employed,71,Personal Loan,1113640.38,40,Education,442811.0,0.8421,0.0,31.9,Average,0,1
45.1,65402.78,Salaried,81,Personal Loan,829204.46,38,Education,179712.19,0.5626,0.0,26.45,Average,1,1
24.4,63342.84,Salaried,23,Auto Finance,653282.08,69,Medical,319385.12,0.5697,0.7924,70.28,Average,0,1
21.0,250786.86,Salaried,39,Personal Loan,1785919.32,25,Medical,304224.39,0.3859,0.0,57.5,Negative,0,0
35.4,95707.37,Business,62,Personal Loan,335911.26,48,Education,323221.94,0.3546,0.0,90.74,Good,3,0
32.5,134874.54,Self-Employed,34,Home Finance,4859958.39,134,Business Expansion,648684.4,0.6697,0.7665,42.94,Average,3,1
55.9,34610.97,Salaried,12,Personal Loan,372767.8,36,Business Expansion,173464.81,0.7168,0.0,75.26,Good,4,1
29.3,78007.76,Salaried,100,Auto Finance,1086452.54,77,Vehicle Purchase,166090.47,0.3583,0.8889,67.08,Good,2,0
22.2,61596.79,Salaried,68,Personal Loan,678407.4,37,Debt Consolidation,365411.34,0.792,0.0,91.72,Good,1,1
26.8,164417.6,Salaried,99,Personal Loan,2379714.7,53,Home Purchase,397313.41,0.4745,0.0,35.58,Average,1,0
49.3,76193.69,Salaried,44,Auto Finance,962720.01,50,Wedding,79047.72,0.3392,0.7084,66.7,Average,4,0
42.3,142644.47,Salaried,28,Business Loan,2566076.36,62,Home Purchase,835306.06,0.7781,0.0,12.26,Negative,1,1
29.5,76308.46,Salaried,36,Personal Loan,1062840.55,30,Other,293806.15,0.7851,0.0,23.95,Negative,0,1
33.7,164821.06,Salaried,62,Home Finance,5086835.68,280,Other,169656.32,0.196,0.7896,36.5,Negative,1,1
36.8,78993.76,Salaried,37,Personal Loan,1143541.11,36,Vehicle Purchase,138441.18,0.5482,0.0,62.31,Average,1,0
49.3,50911.39,Salaried,15,Home Finance,824869.79,132,Education,282003.24,0.5843,0.9017,79.87,Good,4,1
33.5,100904.4,Salaried,23,Auto Finance,1622274.15,77,Medical,148670.53,0.3316,0.7243,19.96,Negative,0,1
22.3,141262.43,Salaried,39,Personal Loan,1693435.39,51,Wedding,611860.48,0.596,0.0,74.82,Good,4,0
44.4,68945.3,Self-Employed,40,Auto Finance,616580.48,77,Business Expansion,299014.76,0.4776,0.7597,32.23,Average,0,1
52.7,71672.58,Salaried,44,Personal Loan,778612.96,54,Debt Consolidation,229041.95,0.4675,0.0,33.39,Negative,3,1
48.2,149576.43,Salaried,8,Home Finance,4498604.92,164,Medical,894735.65,0.6819,0.8057,94.08,Average,2,0
24.0,123007.13,Salaried,51,Home Finance,3786629.91,217,Other,481940.6,0.4684,0.8435,2.35,Negative,1,1
46.9,43195.88,Salaried,27,Personal Loan,338234.4,34,Medical,122063.61,0.4658,0.0,12.12,Average,3,1
41.9,105852.61,Salaried,58,Auto Finance,1946774.59,51,Vehicle Purchase,613311.71,0.8434,0.8482,30.79,Average,3,1
37.9,129686.58,Salaried,31,Auto Finance,1921472.39,83,Medical,440564.37,0.4616,0.7311,25.7,Average,0,1
53.9,145580.6,Salaried,64,Personal Loan,1843544.52,56,Other,185171.94,0.3321,0.0,60.3,Good,1,0
31.1,78784.75,Salaried,14,Personal Loan,878943.46,38,Debt Consolidation,356992.56,0.6712,0.0,92.17,Negative,1,1
43.1,214276.04,Business,12,Personal Loan,3079035.67,20,Education,180508.06,0.7887,0.0,32.47,Average,0,1
49.5,421798.6,Self-Employed,39,Auto Finance,8372895.9,63,Debt Consolidation,1919031.35,0.6942,0.7324,89.68,Good,1,0
26.1,160610.64,Self-Employed,121,Personal Loan,1155039.48,15,Home Purchase,626311.06,0.8044,0.0,68.46,Good,0,1
33.9,58058.19,Salaried,37,Business Loan,756541.08,14,Other,289137.85,1.3458,0.0,3.15,Negative,1,1
39.0,301457.45,Salaried,35,Home Finance,6469792.26,192,Business Expansion,93057.32,0.1375,0.7147,20.43,Negative,1,1
46.9,155278.65,Salaried,36,Personal Loan,756066.94,56,Other,160072.85,0.1729,0.0,67.51,Good,1,0
21.8,189256.67,Salaried,31,Auto Finance,2532943.92,83,Wedding,248952.41,0.2709,0.7439,77.5,Average,0,0
24.1,38499.69,Salaried,152,Auto Finance,365011.71,71,Wedding,230731.4,0.633,0.8949,26.88,Average,0,1
25.1,25000.0,Salaried,101,Auto Finance,446354.3,35,Vehicle Purchase,1338.01,0.5146,0.8924,78.23,Average,2,0
48.0,34864.6,Salaried,13,Personal Loan,334223.66,28,Education,49652.34,0.461,0.0,85.37,Good,0,0
35.4,26974.39,Salaried,21,Home Finance,887079.71,217,Wedding,100508.11,0.4621,0.6851,93.06,Good,2,0
37.3,89470.0,Self-Employed,20,Personal Loan,735200.29,32,Education,533899.67,0.7541,0.0,69.75,Good,1,0
43.8,60315.39,Salaried,3,Personal Loan,437568.64,27,Business Expansion,207312.13,0.5551,0.0,62.38,Good,1,1
42.9,77251.54,Salaried,26,Personal Loan,1017932.43,32,Education,107142.92,0.5274,0.0,51.18,Good,1,0
41.4,101451.51,Salaried,35,Business Loan,3041104.37,89,Medical,332362.76,0.6098,0.0,22.27,Negative,0,1
33.1,104733.96,Salaried,38,Auto Finance,1572856.86,53,Vehicle Purchase,66056.95,0.3359,0.7353,2.54,Negative,0,1
35.2,96304.29,Self-Employed,66,Business Loan,2537884.48,18,Home Purchase,514031.04,1.5,0.0,23.06,Negative,2,1
26.2,212434.83,Salaried,46,Home Finance,7343955.94,285,Debt Consolidation,632548.96,0.3694,0.6758,53.04,Average,2,1
48.6,110527.01,Self-Employed,18,Personal Loan,511522.21,43,Debt Consolidation,180050.64,0.2434,0.0,15.6,Negative,4,1
32.4,78219.28,Business,12,Business Loan,1992101.13,62,Home Purchase,55289.77,0.4697,0.0,52.89,Good,0,0
64.5,98081.39,Business,36,Home Finance,3274734.1,274,Home Purchase,410633.66,0.4707,0.6751,24.19,Negative,2,1
26.4,93995.71,Salaried,56,Home Finance,2592044.47,215,Business Expansion,251086.81,0.3509,0.7369,58.81,Good,0,0
30.2,110341.42,Self-Employed,28,Business Loan,1772848.01,41,Other,466688.26,0.7443,0.0,40.35,Average,0,1
41.6,120368.45,Self-Employed,61,Auto Finance,1206778.0,26,Debt Consolidation,113488.01,0.4642,0.8178,59.66,Average,5,1
33.5,87302.54,Self-Employed,25,Personal Loan,1294296.4,43,Wedding,123783.24,0.4629,0.0,5.36,Average,1,1
33.1,262437.85,Salaried,37,Auto Finance,3956468.4,24,Wedding,1140987.74,0.9905,0.8913,68.06,Good,6,1
24.5,96215.7,Salaried,48,Personal Loan,582276.66,18,Debt Consolidation,230192.95,0.5356,0.0,85.56,Average,2,0
33.1,85623.38,Salaried,37,Business Loan,1475003.61,31,Medical,315606.99,0.8629,0.0,72.78,Average,3,1
21.0,63985.67,Self-Employed,19,Business Loan,1448877.64,90,Debt Consolidation,65844.08,0.3374,0.0,44.41,Good,0,0
21.0,54584.8,Self-Employed,50,Auto Finance,519965.32,47,Home Purchase,71616.55,0.312,0.7374,98.26,Good,4,0
27.8,55175.24,Salaried,79,Personal Loan,310849.73,25,Vehicle Purchase,134866.11,0.429,0.0,54.71,Good,0,0
38.0,234645.63,Business,94,Personal Loan,1207875.22,27,Wedding,1067159.35,0.5697,0.0,84.88,Average,0,0
60.3,25000.0,Salaried,9,Personal Loan,218457.22,26,Medical,130467.91,0.771,0.0,36.27,Good,2,1
40.7,167137.48,Salaried,28,Auto Finance,2561912.8,37,Vehicle Purchase,258924.24,0.5434,0.7517,31.02,Average,1,1
47.6,171873.07,Salaried,25,Personal Loan,2109097.54,12,Vehicle Purchase,298832.21,1.1675,0.0,83.0,Average,0,1
21.0,70078.72,Salaried,38,Business Loan,775559.07,33,Other,147349.16,0.5106,0.0,63.72,Average,0,0
25.2,25000.0,Salaried,50,Business Loan,429767.93,43,Wedding,7611.22,0.4252,0.0,61.45,Good,4,0
45.9,177807.01,Self-Employed,13,Auto Finance,2628456.67,30,Other,883871.78,0.907,0.8382,2.15,Negative,3,1
34.5,196879.49,Salaried,49,Personal Loan,712397.05,55,Medical,762572.19,0.3886,0.0,16.12,Average,2,1
55.7,111032.37,Business,54,Auto Finance,1078699.07,24,Business Expansion,309387.8,0.637,0.769,78.52,Good,4,0
21.0,28782.21,Self-Employed,18,Personal Loan,339752.67,13,Education,100266.84,1.1983,0.0,22.94,Negative,1,1
21.0,31950.35,Salaried,30,Auto Finance,513529.49,58,Wedding,164619.93,0.7065,0.7872,82.94,Good,0,1
22.4,192074.43,Self-Employed,52,Personal Loan,624939.16,58,Vehicle Purchase,887662.52,0.4412,0.0,89.22,Good,4,0
21.0,201489.03,Self-Employed,51,Business Loan,3155259.24,70,Wedding,975621.45,0.6272,0.0,31.89,Good,2,0
40.0,148011.86,Self-Employed,39,Home Finance,5857218.94,149,Other,624054.08,0.6169,0.7744,88.46,Good,3,1
38.7,55560.65,Business,18,Personal Loan,791332.74,33,Other,262866.85,0.8259,0.0,41.32,Negative,5,1
28.1,91835.1,Self-Employed,27,Business Loan,2148576.2,40,Other,31246.79,0.6133,0.0,29.7,Average,1,1
41.7,172548.08,Self-Employed,69,Personal Loan,877904.62,24,Medical,135669.77,0.2775,0.0,87.28,Negative,0,0
34.7,161500.58,Salaried,27,Personal Loan,1154095.63,35,Other,887210.86,0.662,0.0,71.65,Good,1,1
35.1,492612.11,Self-Employed,38,Personal Loan,6671004.62,47,Business Expansion,799374.05,0.4234,0.0,87.41,Average,1,0
40.4,58550.22,Salaried,20,Auto Finance,559468.4,26,Debt Consolidation,40740.77,0.4255,0.6687,49.13,Average,3,0
45.8,70771.98,Salaried,42,Auto Finance,1374074.58,69,Education,292342.56,0.6256,0.9063,14.13,Good,2,1
37.5,39104.62,Salaried,17,Auto Finance,500541.93,68,Education,72900.4,0.3436,0.7317,10.37,Good,1,1
40.3,216667.79,Salaried,33,Auto Finance,3201508.23,55,Business Expansion,567022.88,0.4867,0.7106,88.04,Negative,3,1
33.3,165562.49,Self-Employed,68,Personal Loan,1664587.48,35,Other,153721.68,0.3646,0.0,63.5,Good,0,0
